anomaly,category name,round,heat,couple,criteria,stdev,threshold,raw data
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,3,363,Acro 6,2.36,12.0,"[-15.0, -10.0, -10.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,3,363,fall,0.0,3.0,"[0.0, 0.0, 0.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,3,363,bm,0.0,3.0,"[0.0, 0.0, 0.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,4,283,Acro 1,0.0,12.0,"[-25.0, -25.0, -25.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,4,283,Acro 2,4.71,12.0,"[-15.0, -5.0, -15.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,4,283,Acro 3,8.16,12.0,"[-25.0, -35.0, -15.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,4,283,Acro 4,2.36,12.0,"[-15.0, -10.0, -15.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,4,283,Acro 5,7.07,12.0,"[-50.0, -35.0, -50.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,4,283,Acro 6,7.07,12.0,"[-50.0, -35.0, -50.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,4,283,fall,0.0,3.0,"[0.0, 0.0, 0.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,4,283,bm,0.0,3.0,"[0.0, 0.0, 0.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,5,181,Acro 1,4.71,12.0,"[-35.0, -25.0, -25.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,5,181,Acro 2,2.36,12.0,"[-15.0, -10.0, -15.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,5,181,Acro 3,4.71,12.0,"[-15.0, -5.0, -15.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,5,181,Acro 4,2.36,12.0,"[-15.0, -10.0, -15.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,5,181,Acro 5,4.71,12.0,"[-25.0, -35.0, -25.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,5,181,Acro 6,7.07,12.0,"[-25.0, -10.0, -25.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,5,181,fall,0.0,3.0,"[0.0, 0.0, 0.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,5,181,bm,0.0,3.0,"[0.0, 0.0, 0.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,6,362,Acro 1,2.36,12.0,"[-5.0, -10.0, -5.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,6,362,Acro 2,2.36,12.0,"[0.0, -5.0, 0.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,6,362,Acro 3,2.36,12.0,"[-10.0, -5.0, -5.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,6,362,Acro 4,2.36,12.0,"[-10.0, -5.0, -5.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,6,362,Acro 5,2.36,12.0,"[-5.0, 0.0, -5.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,6,362,Acro 6,0.0,12.0,"[-25.0, -25.0, -25.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,6,362,fall,0.0,3.0,"[0.0, 0.0, 0.0]"
,Rock'n'Roll-Main Class Contact Style,Final - Acrobatic,6,362,bm,0.0,3.0,"[0.0, 0.0, 0.0]"
